sku,nombre_producto,categoria_subcategoria,precio_lista,peso,proveedor,descripcion,stock_disponible,fecha_alta,activo
P-00658,Accesorios Especially 733,Electrónica > Accesorios,"$ 14,859.49",3.23 kg,Tamayo y Negrón S. R.L. de C.V.,Meeting major read recent prepare unit save drug alone spend piece put.,177.0,2020-07-26,1
PROD-00659,Decoración Save 134,Hogar > Decoración,"$ 18,166.84",16.37 kg,Sevilla-Madera,End lay race effect own weight success activity side.,461.0,2023-03-10,1
sku_00660,Televisores Quickly 186,Electrónica > Televisores,"$ 13,123.95",20.47 kg,Segura-Flores,Huge only too million country institution stop education few whose probably him final.,400.0,2023-07-06,0
PROD-00661,Accesorios Its 192,Electrónica > Accesorios,$ 907.88,22.3 kg,Tórrez-Escalante,Body of something sport especially decide security recognize.,114.0,2021-10-06,1
sku_00662,Cocina According 421,Hogar > Cocina,"$ 9,702.07",26.83 kg,Vergara-Suárez,Staff ability attorney recent modern pressure run color hear.,235.0,2021-09-03,1
00663,Laptops Score 878,Electrónica > Laptops,"$ 3,927.90",10.43 kg,Proyectos Franco y Cantú,Cup consider way late sport control arrive consumer service.,93.0,2019-09-17,1
sku_00664,Ropa Mujer Event 608,Moda > Ropa Mujer,"$ 18,316.95",16.03 kg,Grupo Sosa y Delgado,Key tree body player bag beat by ask ahead doctor magazine set act.,480.0,2023-01-04,1
sku_00665,Televisores Exactly 771,Electrónica > Televisores,"$ 1,244.44",13.18 kg,Industrias Narváez y Archuleta,Program smile among decision social heart mind.,422.0,2021-05-18,0
sku_00666,Decoración Sort 389,Hogar > Decoración,"$ 14,359.37",24.24 kg,Quezada S. R.L. de C.V.,Usually list front investment he three yourself stage wait professor her.,106.0,2022-03-01,0
SKU-00667,Accesorios Art 291,Electrónica > Accesorios,"$ 23,187.63",3.67 kg,"Club Lugo, Valdivia y Portillo",Their south able that I structure understand agent but most week seem.,421.0,2019-03-28,1
00668,Limpieza Energy 938,Hogar > Limpieza,"$ 11,174.56",3.87 kg,Abrego-Páez e Hijos,Later rather thank method produce about point walk focus plant them wide.,357.0,2020-12-08,1
sku_00669,Accesorios Simply 619,Electrónica > Accesorios,$ 648.97,6.72 kg,"Navarro, Villegas y Apodaca",Question do machine school soldier give voice walk live probably record beyond.,141.0,2023-02-27,1
sku_00670,Ropa Hombre Image 153,Moda > Ropa Hombre,"$ 10,722.18",21.82 kg,Porras y Velázquez S.C.,Parent Republican thank then size respond all marriage beautiful strategy you.,366.0,2020-04-30,1
SKU-00671,Audio Two 272,Electrónica > Audio,"$ 22,727.89",3.48 kg,"Grupo Reynoso, Mena y Sánchez",Collection land break production drive deep send process become itself respond civil upon total.,481.0,2021-11-02,0
00672,Accesorios Moda Space 261,Moda > Accesorios Moda,"$ 2,778.11",13.56 kg,de la Garza y Asociados,Detail election live today but career movement rise bed reality the.,40.0,2021-07-15,1
P-00673,Ropa Mujer Work 749,Moda > Ropa Mujer,"$ 24,466.14",15.52 kg,"Proyectos Parra, Duarte y Sosa",Short over popular help response save high politics no task speak difference break because become.,1.0,2022-08-24,1
00674,Decoración Sit 715,Hogar > Decoración,"$ 3,246.26",18.01 kg,"Grupo Meléndez, Pedroza y Carrillo",Visit seat break happy table west officer ability artist movie suggest woman floor half quickly someone.,208.0,2023-12-16,0
P-00675,Infantil Nature 810,Moda > Infantil,,16.7 kg,Aguirre y Montoya S.A. de C.V.,Opportunity blood across system firm staff father despite quite challenge exist section support still alone floor.,218.0,2023-04-29,1
P-00676,Jardín Morning 394,Hogar > Jardín,"$ 24,018.97",5.45 kg,Alemán S.C.,Event summer off piece democratic factor whom arrive special.,275.0,2021-01-12,1
00677,Audio Claim 525,Electrónica > Audio,"$ 10,375.04",13.39 kg,de la Crúz-Valadez S.A. de C.V.,Summer various different save type simply task road federal spring.,255.0,2023-02-28,0
sku_00678,Ropa Hombre While 690,Moda > Ropa Hombre,"$ 13,138.81",27.91 kg,"Noriega, Hinojosa y Sáenz",Yard nature front question wrong serious hospital month executive.,225.0,2020-07-15,1
sku_00679,Laptops Same 284,Electrónica > Laptops,"$ 21,422.86",17.66 kg,Proyectos Griego-Casanova,Red nature best food social tend approach various fight pressure.,89.0,2021-08-22,1
SKU-00680,Limpieza Participant 469,Hogar > Limpieza,"$ 22,007.35",28.36 kg,Matías-Cantú e Hijos,Kind lot today decide source crime prepare gun task.,368.0,2019-12-24,1
P-00681,Decoración Blue 803,Hogar > Decoración,"$ 999,999.00",10.89 kg,Grupo Arias-Armenta,Heavy work quickly collection argue green listen war bring.,292.0,2022-11-09,1
00682,Infantil Myself 566,Moda > Infantil,"$ 19,944.73",6.87 kg,Meléndez S.C.,Order wide phone identify alone drive major read west present heart reality.,243.0,2019-01-09,1
PROD-00683,Ropa Hombre Stuff 102,Moda > Ropa Hombre,"$ 3,107.33",3.7 kg,Grupo Barreto-Aranda,Sing ten practice every president happen build bar.,171.0,2019-12-01,1
P-00684,Jardín Middle 997,Hogar > Jardín,"$ 6,119.46",28.14 kg,"Laboratorios Urbina, Esparza y Cervantes",,,2020-08-20,0
00685,Muebles Put 457,Hogar > Muebles,"$ 15,035.40",9.72 kg,"Despacho Farías, Ceja y Palomo",Different only would look really behind or himself yourself reflect fear by foot research television.,495.0,2021-11-23,1
PROD-00686,Ropa Mujer Note 256,Moda > Ropa Mujer,"$ 12,869.42",15.18 kg,"Quintero, Rodríguez y Saiz",If red hour stage situation morning ask student much.,416.0,2021-12-31,1
P-00687,Televisores Tell 206,Electrónica > Televisores,"$ 3,407.52",1.82 kg,"Proyectos de la Rosa, Rico y Alcala",Send debate probably bring television receive accept language fire.,204.0,2022-09-02,1
00688,Limpieza Among 809,Hogar > Limpieza,$ 330.22,8.48 kg,Grupo Crespo y Armas,Offer present because either send be by fear whom.,173.0,2021-12-09,1
SKU-00689,Limpieza Congress 607,Hogar > Limpieza,"$ 14,128.63",19.68 kg,"Valdés, Mota y Martínez",With probably eat animal watch toward fall move cause make fine treat you.,73.0,2022-04-19,0
P-00690,Accesorios Police 742,Electrónica > Accesorios,"$ 19,800.17",7.17 kg,Proyectos Limón-Quintana,Member reach production and already center task Democrat care need option everyone rock instead near.,200.0,2019-07-24,1
00691,Cocina Ever 340,Hogar > Cocina,"$ 20,465.15",1.59 kg,Despacho Cardenas y Gamez,Power clear lay war put vote century data picture especially plan population.,411.0,2019-07-10,1
sku_00692,Ropa Mujer Send 221,Moda > Ropa Mujer,"$ 23,224.44",15.47 kg,Villanueva-Robledo S.A.,Nor positive memory clearly start first skin her who easy establish mother.,464.0,2020-02-21,1
00693,Jardín Return 187,Hogar > Jardín,"$ 4,257.19",0.43 kg,Crespo-Aguilera,Image forget become training sing chair something event better woman develop weight situation but money.,136.0,2023-10-11,1
sku_00694,Cocina Type 321,Hogar > Cocina,"$ 24,905.82",26.17 kg,Hidalgo S.C.,Open southern believe give occur example even between answer fish sell.,461.0,2020-05-01,1
P-00695,Audio Course 699,Electrónica > Audio,"$ 19,955.15",10.75 kg,Palacios-Macías S.A.,South question small necessary think I or else rather require price central.,313.0,2020-02-22,1
PROD-00696,Calzado Out 273,Moda > Calzado,"$ 17,500.61",28.04 kg,"Industrias Tapia, Solorio y Amaya",Apply rise window religious eat participant religious consumer worry sometimes maybe.,374.0,2020-06-15,1
PROD-00697,Smartphones Fact 833,Electrónica > Smartphones,"$ 15,083.47",20.55 kg,Ortiz-Jaimes,Minute responsibility under director player beautiful figure side suddenly play baby drive behavior.,162.0,2024-05-11,1
P-00698,Audio Parent 740,Electrónica > Audio,"$ 21,396.53",5.55 kg,Jaime-Roldán,Be experience upon space action way quality usually.,299.0,2024-03-24,0
PROD-00699,Televisores Century 318,Electrónica > Televisores,"$ 23,154.89",25.86 kg,Sevilla-Saldivar,Marriage rate quality mother by add couple story account interesting move generation yes product.,8.0,2024-04-02,1
00700,Decoración Wife 473,Hogar > Decoración,"$ 13,354.30",2.1 kg,"Corporacin Ballesteros, Quintero y Amaya",Range amount large collection us shake tough company happen card government anything many color wide.,39.0,2021-06-26,1
P-00701,Ropa Mujer Ground 397,Moda > Ropa Mujer,"$ 22,632.08",17.91 kg,Fernández e Hijos,Story surface tax face low enter able piece hour type.,384.0,2019-03-08,1
PROD-00702,Televisores Woman 959,Electrónica > Televisores,"$ 1,497.59",15.87 kg,"Club Caldera, Noriega y Rosales",Stay along leg pay major green past forget government accept three control great big man.,456.0,2021-01-25,1
SKU-00703,Laptops Become 780,Electrónica > Laptops,$ 569.01,26.48 kg,Bermúdez-Zavala,,176.0,2021-08-09,1
00704,Decoración Newspaper 158,Hogar > Decoración,"$ 17,106.63",24.05 kg,Proyectos Henríquez-Vanegas,Together improve tree according show economic likely hear hair throughout movie especially writer prevent keep.,429.0,2019-04-20,0
SKU-00705,Muebles Challenge 520,Hogar > Muebles,"$ 15,930.62",4.85 kg,Corporacin Matías y Méndez,Section accept third remember book expect card inside former all program way.,193.0,2021-10-05,1
P-00706,Audio Reduce 937,Electrónica > Audio,"$ 12,764.63",19.68 kg,Jáquez-Castellanos,Budget major many race camera seem sister hundred rise score stay.,491.0,2019-02-11,1
sku_00707,Ropa Mujer Catch 719,Moda > Ropa Mujer,"$ 9,266.89",14.58 kg,Terrazas-Escobedo,Whatever society call general add range appear stop.,349.0,2019-02-05,1
sku_00708,Accesorios Moda Laugh 325,Moda > Accesorios Moda,"$ 24,653.43",26.44 kg,Corporacin Jaimes-Mojica,Scene its face magazine set easy check memory economic short ten yes easy star cup relationship.,216.0,2024-01-26,1
P-00709,Laptops Take 959,Electrónica > Laptops,"$ 15,123.51",10.77 kg,"Zamora, Frías y Muro",Red maybe Congress yeah option play director car.,141.0,2019-09-16,1
00710,Smartphones American 735,Electrónica > Smartphones,"$ 8,485.85",9.36 kg,"Sanabria, Anguiano y Toledo",Wrong upon international pattern before anything imagine fill plan discuss from.,161.0,2023-10-15,0
sku_00711,Ropa Hombre Measure 789,Moda > Ropa Hombre,"$ 4,334.30",13.83 kg,Laboratorios Garrido-Lebrón,Member popular fight especially exactly go individual floor.,108.0,2020-06-28,0
SKU-00712,Jardín Anyone 794,Hogar > Jardín,"$ 24,744.71",15.57 kg,García-Verduzco y Asociados,,283.0,2021-06-09,1
PROD-00713,Accesorios Court 750,Electrónica > Accesorios,"$ 18,548.82",14.76 kg,Vega-Longoria,,443.0,2023-01-19,1
PROD-00714,Accesorios Moda Amount 860,Moda > Accesorios Moda,"$ 15,371.69",14.94 kg,Coronado-Ceballos,Appear seat deep line training beyond continue.,150.0,2022-07-13,1
SKU-00715,Laptops Million 683,Electrónica > Laptops,"$ 14,251.73",16.52 kg,Cruz y Asociados,Free born protect raise side candidate guess special sea open painting draw.,160.0,2024-01-08,0
SKU-00716,Smartphones Fact 370,Electrónica > Smartphones,"$ 11,475.06",14.28 kg,Saldivar-Cortés S. R.L. de C.V.,Once beautiful blood picture own American why this stage cover.,483.0,2023-06-15,0
00717,Laptops Like 652,Electrónica > Laptops,"$ 10,799.61",16.98 kg,"Medrano, Rodríquez y Pineda",Avoid national garden rise writer dark result analysis.,218.0,2020-01-06,1
PROD-00718,Laptops Dark 965,Electrónica > Laptops,$ 744.89,25.09 kg,Amador-Girón,Nearly education theory table trade window thus large response treat attack industry use.,190.0,2020-09-03,1
sku_00719,Infantil Most 845,Moda > Infantil,"$ 23,929.88",10.67 kg,"Laboratorios Leiva, Salgado y Sevilla",Cold ever whose face what article win.,231.0,2024-05-11,1
00720,Infantil Customer 120,Moda > Infantil,"$ 2,003.21",26.03 kg,Sanabria-Chavarría S.C.,Manager mouth message avoid just meeting none hope parent deal about occur option.,,2020-08-04,1
P-00721,Decoración Act 988,Hogar > Decoración,"$ 9,526.04",11.9 kg,Cadena y Esquibel S.C.,Lay remain modern field detail remain need commercial animal draw although challenge third until establish.,354.0,2019-08-11,1
SKU-00722,Smartphones Street 655,Electrónica > Smartphones,"$ 7,473.08",10.51 kg,Corporacin Campos-Romero,Politics eat statement movement ability girl painting.,95.0,2021-08-15,0
sku_00723,Laptops Home 378,Electrónica > Laptops,"$ 23,032.51",10.11 kg,Ornelas S.C.,Bar relationship near reveal impact particularly foot arm staff station despite whole.,83.0,2023-04-01,1
P-00724,Audio Control 789,Electrónica > Audio,"$ 3,015.81",18.64 kg,Valencia-Nájera,Will Mr without sing sister blood second high president thank plant.,176.0,2019-03-12,1
sku_00725,Infantil Ok 558,Moda > Infantil,"$ 8,723.73",28.62 kg,"Grupo Cervantes, Robles y Escobedo",Stage determine environmental ok space send choose discussion risk happy.,284.0,2024-01-18,1
00726,Decoración Week 508,Hogar > Decoración,"$ 1,869.41",1.64 kg,"Brito, Paz y Quiroz",Behavior consider continue television country make role positive again clear concern hour part attorney.,144.0,2020-04-20,1
sku_00727,Infantil Away 533,Moda > Infantil,"$ 6,322.95",19.0 kg,Casárez S.A. de C.V.,Early training wife beyond money risk space owner help again step shake popular.,140.0,2022-10-19,0
00728,Audio Animal 526,Electrónica > Audio,"$ 11,439.19",5.14 kg,"Laboratorios González, Vergara y Montañez",Eat base central physical add whom whatever blood save.,496.0,2024-01-09,1
SKU-00729,Accesorios Ground 716,Electrónica > Accesorios,"$ 4,464.68",24.11 kg,"Despacho Montero, Baeza y Leyva",,433.0,2020-03-25,1
SKU-00730,Laptops Tonight 261,Electrónica > Laptops,"$ 8,772.64",6.86 kg,Miranda-Casanova e Hijos,Dark lose none know clear forward choice argue.,69.0,2023-06-11,1
sku_00731,Muebles Role 387,Hogar > Muebles,"$ 2,226.96",0.35 kg,Correa-Cardona,Physical but stay bill father memory student center treatment agency interview.,260.0,2019-07-19,1
PROD-00732,Accesorios Moda Choice 141,Moda > Accesorios Moda,"$ 2,361.55",20.47 kg,Quezada A.C.,Pretty difficult these his this state both college body big what ground.,138.0,2022-06-06,0
sku_00733,Audio Power 226,Electrónica > Audio,"$ 10,537.58",7.84 kg,Corporacin Vela-Farías,Brother type turn time page concern most outside quickly change project feeling.,133.0,2020-02-03,0
00734,Televisores Television 694,Electrónica > Televisores,"$ 3,029.28",23.87 kg,Grupo Arredondo y Chacón,Give billion trouble product usually specific represent baby able value chance.,,2023-07-07,0
PROD-00735,Laptops Reality 339,Electrónica > Laptops,"$ 14,340.22",22.39 kg,Corporacin Quezada y Mata,Floor hospital return size long attack official where everything.,46.0,2022-07-19,1
sku_00736,Muebles Believe 664,Hogar > Muebles,"$ 5,441.91",24.35 kg,Salcedo y Marroquín S.C.,Yes consider his floor interest really including soldier four soon president early.,472.0,2020-02-26,1
SKU-00737,Decoración Kid 858,Hogar > Decoración,"$ 10,516.93",7.54 kg,Matías-Armenta S. R.L. de C.V.,Market move mouth start his ok instead official really security reflect dog able yes admit.,374.0,2020-09-21,1
00738,Accesorios Open 320,Electrónica > Accesorios,"$ 20,103.75",10.16 kg,Prieto y Rael S. R.L. de C.V.,Whatever TV arrive glass support term standard far century table will tree drug still.,301.0,2022-10-29,1
SKU-00739,Limpieza Arrive 584,Hogar > Limpieza,"$ 6,263.67",17.88 kg,"Proyectos Puente, Mondragón y Cervántez",Bring receive central run receive interesting approach black ok.,236.0,2023-10-22,1
sku_00740,Jardín Me 631,Hogar > Jardín,"$ 13,077.77",11.49 kg,Velásquez-Tovar,That air half bad baby notice sport change consumer sea security recognize federal in front sit.,147.0,2023-12-03,0
PROD-00741,Infantil Run 590,Moda > Infantil,"$ 8,094.11",10.72 kg,"Padilla, Centeno y Espinoza",Expert choose thing allow seem me action.,377.0,2020-07-19,1
00742,Audio There 985,Electrónica > Audio,"$ 8,831.40",22.88 kg,Haro-Canales S.C.,Quite then never stop try maybe remember interest church win miss within by.,226.0,2021-05-27,0
00743,Calzado Development 273,Moda > Calzado,"$ 17,556.72",0.17 kg,Despacho Tórrez y Arguello,People despite contain second nice success staff life finish politics still close sound.,429.0,2019-12-01,1
sku_00744,Decoración Radio 224,Hogar > Decoración,"$ 7,920.58",5.88 kg,Proyectos Palomino-Zayas,Crime board back owner suggest agreement executive must assume others series finally necessary.,213.0,2021-11-10,1
PROD-00745,Infantil Pull 806,Moda > Infantil,,25.54 kg,Industrias Santillán y Montero,Drive be now and worry low answer.,216.0,2020-03-31,1
PROD-00746,Limpieza Better 682,Hogar > Limpieza,"$ 23,275.94",11.31 kg,Carrasco-Raya S.C.,Across ground executive huge crime sell rise wind reflect best imagine.,280.0,2019-06-04,0
00747,Cocina Site 775,Hogar > Cocina,,10.84 kg,"Grijalva, Cazares y Ramírez",Big space change onto him only system face charge leg those behavior responsibility this.,,2019-03-30,1
P-00748,Jardín Surface 595,Hogar > Jardín,"$ 8,297.44",0.65 kg,Club Aguirre-Orellana,Shoulder claim white might rock prepare us game size.,127.0,2023-11-30,1
P-00749,Limpieza Group 185,Hogar > Limpieza,"$ 23,242.02",15.66 kg,Varela-Guardado,Growth task issue three similar hold decade particular avoid charge physical.,234.0,2021-03-07,1
